# 
# This file contains the parameter values of the Design Points successfully updated by ANSYS Workbench.
# Project name: glidestruct
# Creation date: 11/11/2019 12:33:48
# 
# 11/11/2019 12:33:48
# The parameters defined in the project are:
# ,P1 - Y1 [m],P2 - Y2 [m],P3 - Y3 [m],P4 - Y4 [m],P5 - R1 [m],P6 - R2 [m],P7 - R3 [m],P8 - R4 [m]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P1,P2,P3,P4,P5,P6,P7,P8
DP 0,0.2,0.15,0.1,0.05,0.001,0.001,0.001,0.001
# 
# A non parametric change occurred and invalidated design point results.
# 11/11/2019 12:39:02
# 
# 
# 11/11/2019 12:42:43
# Parameters have been added and/or removed. The parameters now defined in the project are:
# ,P1 - Y1 [m],P2 - Y2 [m],P3 - Y3 [m],P4 - Y4 [m],P5 - R1 [m],P6 - R2 [m],P7 - R3 [m],P8 - R4 [m],P9 - Geometry Mass [kg],P10 - Total Deformation Maximum [m]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
DP 80,0.21925925925925938,0.14604938271604939,0.096543209876543218,0.053950617283950647,0.00082407407407407408,0.0006018518518518519,0.000712962962962963,0.001435185185185186,0.029652383921435883,0.049016881734132767
DP 81,0.21975308641975316,0.15197530864197534,0.1118518518518519,0.051481481481481489,0.0019722222222222255,0.0013611111111111115,0.00091666666666666676,0.0013240740740740743,0.0340522702504196,0.047457203269004822
# 
# 11/12/2019 13:01:07
# Parameters have been added and/or removed. The parameters now defined in the project are:
# ,P1 - Y1 [m],P2 - Y2 [m],P3 - Y3 [m],P4 - Y4 [m],P5 - R1 [m],P6 - R2 [m],P7 - R3 [m],P8 - R4 [m],P9 - Geometry Mass [kg],P10 - Total Deformation Maximum [m]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
DP 1,0.21344760494772344,0.169862205083482,0.082607661248184736,0.069097366179339592,0.00051899708673590794,0.0019888172700884754,0.0017964919184450992,0.00054371115128742529,0.0371529008860206,0.032223455607891083
DP 1,0.18026163477916271,0.16517000732477755,0.085439367038197822,0.0342632330628112,0.001889362643880304,0.00062248729268321763,0.00083041478699306026,0.0019015470473677852,0.04218029825171981,0.0171800684183836
DP 2,0.18056925558950751,0.13091784121003003,0.11907668401021509,0.031630854778923093,0.00091998088982654744,0.0017928172858082689,0.0019882996777887459,0.001131703852035571,0.043431163615705537,0.035279273986816406
DP 3,0.18103698261547832,0.13453123503830283,0.080072724460624162,0.032597763943485916,0.0008046956030302681,0.0017047152297454886,0.000515240267093759,0.00073941884184023363,0.029728138068656249,0.069976836442947388
DP 4,0.181466004117392,0.16681784191634508,0.1173242949740961,0.031813532947562631,0.0019903432709979826,0.00051993995759403334,0.0019901528834016064,0.0019983917783829384,0.052349058489812972,0.01079972181469202
DP 5,0.18159847540315241,0.16684099080506715,0.093834073492325837,0.067671151855029171,0.0018155175845022313,0.00070162495604017745,0.00058907339762663471,0.0018639657451421953,0.037814268882114865,0.024434203281998634
DP 6,0.18215636188630013,0.14257108080666514,0.11617594168055803,0.040455399681814018,0.00063375710934633384,0.0012455571881146172,0.00055583721742732451,0.0019827730262768455,0.039885705428032853,0.015696847811341286
DP 7,0.18257088089827447,0.1644903225498274,0.11906073120888322,0.054110207068733873,0.00065287818940123544,0.000507935484230984,0.00081982591474661607,0.0016683776158024557,0.032487669025122207,0.031922332942485809
DP 8,0.18280908577609806,0.16692432134877891,0.08226470320951193,0.030111754364334047,0.00065763307228917261,0.0018131273454637267,0.001230585629993584,0.00057296962040709332,0.031388718608845137,0.064476989209651947
DP 9,0.18293270367663353,0.16857974181417376,0.083108626645989711,0.030289882184006273,0.0005728680753964,0.00065698745060944932,0.0013134368529426866,0.0005056325964978896,0.026907883205790881,0.071191653609275818
DP 10,0.18361869258340446,0.16762192327994854,0.080741278673522182,0.058436370720155541,0.00182510276226094,0.0019859923832700587,0.00099704416730674,0.0015251208179979585,0.041874340613247817,0.033495794981718063
DP 11,0.18406727882567792,0.16937096154782921,0.10323829403612762,0.049089795001782482,0.0019024726881762036,0.00068376170942792674,0.000523824755626265,0.00056035589933162557,0.026482871650792019,0.12128864973783493
DP 12,0.18864757826086134,0.16571607045363634,0.11356130098458379,0.066823555161245177,0.00054012836160836745,0.00052630654285894707,0.0019883368508308193,0.0005033580525196158,0.0313631509864618,0.048082508146762848
DP 13,0.18972646426875145,0.13782489822711796,0.11664298563729972,0.069058232181705537,0.0019977757717133497,0.0011569548861007205,0.0017478333004401067,0.0018943848057533614,0.047547884466732748,0.019847765564918518
DP 14,0.19362407672684639,0.16974520139861854,0.11883841075468808,0.032321295333094892,0.00056345235212938857,0.00071095208433689548,0.000558400143228937,0.00088950413448037578,0.024350301197523443,0.12671016156673431
DP 15,0.19378800744656474,0.16557611951138826,0.088826045221649108,0.066227289089001717,0.0019835927610401998,0.00052828728262102229,0.0017111155549646355,0.00056075262877857313,0.0342703184228207,0.039948094636201859
DP 16,0.19390404959674923,0.13351384469773619,0.088973315083421767,0.064388846154324719,0.0012468803696683607,0.00066506877384381368,0.00065394415234914052,0.0019827371045830662,0.037483182953051704,0.020412292331457138
DP 17,0.19450491527561098,0.16867805289570242,0.11757137158419936,0.0367543268809095,0.0018514293495682068,0.0019081935068243183,0.00069987369881710038,0.0018536286345333794,0.044321364653378451,0.018155079334974289
DP 18,0.19460990705061704,0.13384442635346205,0.088621258768253025,0.034820804609917107,0.0019994516389560887,0.0018236491460702383,0.0019976180131197905,0.00069295127707300714,0.045724819229578335,0.025669954717159271
DP 19,0.19547976308967918,0.13149070051964373,0.082499418896622961,0.067574345874600122,0.00057086796191288156,0.0019857126498245637,0.0017074286473798565,0.001901594793482218,0.051209169257653925,0.016006819903850555
DP 20,0.20426756541710347,0.14342891906853766,0.11890177485067396,0.069952031145803645,0.00056863391998922459,0.0018595755211426876,0.0019466547604533844,0.00058944976533530286,0.037589330823478775,0.050685767084360123
DP 21,0.20554643605370074,0.16885532451327892,0.11441959240008145,0.067900590249337256,0.0012933326252386906,0.00053883160889381539,0.0019254860223154539,0.0019189694526721723,0.0440698521510887,0.018223937600851059
DP 22,0.21192095240112394,0.16823426059912891,0.083145646587945515,0.061818089853040881,0.00051192154648015272,0.00061805836699204515,0.00066429710894590243,0.00074366969609400261,0.023311128835117743,0.14665226638317108
DP 23,0.21251847673673183,0.13032982751261443,0.080150830349884933,0.069904629508964727,0.0015721469210111536,0.0010800973867881112,0.001661621044680942,0.00056600577948847785,0.033963951474753819,0.037736576050519943
DP 24,0.21385639950167387,0.15180053812917321,0.11975547195877879,0.069556972184218469,0.0014001104737981222,0.0018991388109861874,0.00061695948202395812,0.00092395893583307044,0.031394458877110683,0.072334423661232
DP 25,0.21789279662538319,0.1403380532981828,0.11920516350772231,0.069228882412426182,0.00067597118724370376,0.00056913601869018745,0.001991692710958887,0.0017036530536715872,0.040569244891845851,0.023735372349619865
DP 26,0.21900732728186995,0.16433095936197789,0.081109527326188979,0.03045917219016701,0.0017456750986748375,0.00091017216426553206,0.00067286762170260775,0.0017925804041442461,0.037681642292560533,0.022387007251381874
DP 27,0.21906674743164331,0.1685241033928469,0.084654348860494791,0.038646284430287781,0.0019769744319492019,0.0019168608361505904,0.0017134975657681934,0.00088573425024515012,0.040132078901429294,0.033092938363552094
DP 28,0.21938410999719055,0.13498386471997947,0.11433674252126366,0.035318748732097449,0.0019257726373034529,0.00057512766605941578,0.001135463816288393,0.00055323198641417544,0.026729691987496081,0.10131765156984329
DP 29,0.21965722705703228,0.14759903805796057,0.11767006327863783,0.049827102744020524,0.0019689106370205994,0.0016362085332511924,0.0019259820612496697,0.0018603613975574263,0.050072628972669828,0.015245348215103149
DP 1,0.22,0.13,0.08,0.03,0.0005,0.0005,0.0005,0.0005,0.021655583404281031,0.18114504218101501
DP 1,0.18,0.13,0.08,0.03,0.0005,0.0005,0.0005,0.0005,0.021852865692890033,0.18366207182407379
DP 1,0.18,0.15000000000000002,0.1,0.05,0.00125,0.00125,0.00125,0.00125,0.035021458457540823,0.044068150222301483
DP 2,0.2,0.13,0.1,0.05,0.00125,0.00125,0.00125,0.00125,0.035021458457540816,0.042839977890253067
DP 3,0.2,0.15000000000000002,0.08,0.05,0.00125,0.00125,0.00125,0.00125,0.035021458457540816,0.041977617889642715
DP 4,0.2,0.15000000000000002,0.1,0.03,0.00125,0.00125,0.00125,0.00125,0.035021458457540816,0.042139232158660889
DP 5,0.2,0.15000000000000002,0.1,0.05,0.0005,0.00125,0.00125,0.00125,0.03311028628664113,0.045275568962097168
DP 6,0.2,0.15000000000000002,0.1,0.05,0.00125,0.0005,0.00125,0.00125,0.031815621267644562,0.048934277147054672
DP 7,0.2,0.15000000000000002,0.1,0.05,0.00125,0.00125,0.0005,0.00125,0.030520956248647996,0.057580724358558655
DP 8,0.2,0.15000000000000002,0.1,0.05,0.00125,0.00125,0.00125,0.0005,0.029226291229651424,0.07284633070230484
DP 9,0.2,0.15000000000000002,0.1,0.05,0.00125,0.00125,0.00125,0.00125,0.034404951305637692,0.0446472205221653
DP 10,0.2,0.15000000000000002,0.1,0.05,0.00125,0.00125,0.00125,0.002,0.04402246287532649,0.015147245489060879
DP 11,0.2,0.15000000000000002,0.1,0.05,0.00125,0.00125,0.002,0.00125,0.041618084982904292,0.025629803538322449
DP 12,0.2,0.15000000000000002,0.1,0.05,0.00125,0.002,0.00125,0.00125,0.039213707090482088,0.037750329822301865
DP 13,0.2,0.15000000000000002,0.1,0.05,0.002,0.00125,0.00125,0.00125,0.03680932919805989,0.043998420238494873
DP 14,0.2,0.15000000000000002,0.1,0.07,0.00125,0.00125,0.00125,0.00125,0.033788444153734561,0.048653062433004379
DP 15,0.2,0.15000000000000002,0.12,0.05,0.00125,0.00125,0.00125,0.00125,0.033788444153734568,0.048128340393304825
DP 16,0.2,0.17,0.1,0.05,0.00125,0.00125,0.00125,0.00125,0.033788444153734568,0.046494796872138977
DP 17,0.22,0.15000000000000002,0.1,0.05,0.00125,0.00125,0.00125,0.00125,0.033788444153734568,0.045029498636722565
